     78.12 4.338983e+03 5.898618e+02 2.146341e+03 1.025000e+01
    117.19 4.974093e+03 6.274510e+02 2.496454e+03 6.609375e+00
    156.25 4.740741e+03 7.456311e+02 2.716399e+03 4.859375e+00
    195.31 4.571429e+03 1.000000e+03 2.885246e+03 1.906250e+00
    292.97 4.897959e+03 6.486486e+02 2.869565e+03 2.875000e+00
    390.62 4.923077e+03 8.000000e+02 3.200000e+03 3.437500e-01
    781.25 4.266667e+03 1.066667e+03 3.352381e+03 6.562500e-01
   1562.50 5.333333e+03 7.757576e+02 3.434146e+03 1.281250e+00
   3125.00 3.555556e+03 6.736842e+02 2.548416e+03 3.453125e+00
   7812.50 2.575453e+03 4.295302e+02 1.762203e+03 1.248438e+01
  15625.00 2.370370e+03 5.019608e+02 1.771069e+03 2.484375e+00
  31250.00 2.752688e+03 3.605634e+02 1.717073e+03 5.125000e+00
  46875.00 2.392523e+03 4.266667e+02 1.686228e+03 7.828125e+00
  62500.00 2.280624e+03 4.248963e+02 1.632464e+03 1.078125e+01
 117187.50 2.293907e+03 4.173913e+02 1.628373e+03 2.026562e+01
